Simulation number,run_time,ALGORITHM,EARLY_STOP,EXPLORATION_CONSTANT,MAX_ITERATION,EXP_CONST_DECAY,DPW_ALPHA,DPW_PROBABILISTIC,Average_Cost,Total_Time_Penalty_Cost,Total_Fuel_Cost
4956681,85,ProgressiveWideningSolver,False,25000000,1000,0.9998,0.4,False,1139800,0,1139800
4956682,54,DPWSolver,False,25000000,1000,0.999,0.2,True,1114548,0,1114548
4956683,59,DPWSolver,False,25000000,1000,0.999,0.2,False,1127080,0,1127080
4956684,85,DPWSolver,False,25000000,1000,0.999,0.4,True,1146693,0,1146693
4956685,83,DPWSolver,False,25000000,1000,0.999,0.4,False,1135787,0,1135787
4956686,179,NAIVE,False,25000000,1000,0.999,0.4,False,1131740,0,1131740
4956687,42,ProgressiveWideningSolver,False,25000000,1000,0.999,0.2,False,1162432,0,1162432
4956688,82,ProgressiveWideningSolver,False,25000000,1000,0.999,0.4,False,1145612,0,1145612
4956689,3,DPWSolver,True,25000,20,0.9998,0.2,True,1206746,0,1206746
4956690,3,DPWSolver,True,25000,20,0.9998,0.2,False,1198748,0,1198748
4956691,3,DPWSolver,True,25000,20,0.9998,0.4,True,1193175,0,1193175
4956692,2,DPWSolver,True,25000,20,0.9998,0.4,False,1198936,0,1198936
4956693,6,NAIVE,True,25000,20,0.9998,0.4,False,1184871,0,1184871
4956694,1,ProgressiveWideningSolver,True,25000,20,0.9998,0.2,False,1213464,0,1213464
4956695,2,ProgressiveWideningSolver,True,25000,20,0.9998,0.4,False,1224289,0,1224289
4956696,2,DPWSolver,True,25000,20,0.999,0.2,True,1195636,0,1195636
4956697,2,DPWSolver,True,25000,20,0.999,0.2,False,1202712,0,1202712
4956698,2,DPWSolver,True,25000,20,0.999,0.4,True,1173824,0,1173824
4956699,2,DPWSolver,True,25000,20,0.999,0.4,False,1186481,0,1186481
4956700,5,NAIVE,True,25000,20,0.999,0.4,False,1202155,0,1202155
4956701,1,ProgressiveWideningSolver,True,25000,20,0.999,0.2,False,1213978,0,1213978
4956702,2,ProgressiveWideningSolver,True,25000,20,0.999,0.4,False,1208520,0,1208520
4956703,3,DPWSolver,True,25000,50,0.9998,0.2,True,1179895,0,1179895
4956704,3,DPWSolver,True,25000,50,0.9998,0.2,False,1170561,0,1170561
4956705,3,DPWSolver,True,25000,50,0.9998,0.4,True,1152036,0,1152036
4956706,3,DPWSolver,True,25000,50,0.9998,0.4,False,1163645,0,1163645
4956707,13,NAIVE,True,25000,50,0.9998,0.4,False,1187179,0,1187179
4956708,2,ProgressiveWideningSolver,True,25000,50,0.9998,0.2,False,1181226,0,1181226
4956709,3,ProgressiveWideningSolver,True,25000,50,0.9998,0.4,False,1188744,0,1188744
4956710,3,DPWSolver,True,25000,50,0.999,0.2,True,1166309,0,1166309
4956711,3,DPWSolver,True,25000,50,0.999,0.2,False,1186828,0,1186828
4956712,3,DPWSolver,True,25000,50,0.999,0.4,True,1137436,0,1137436
4956713,3,DPWSolver,True,25000,50,0.999,0.4,False,1162833,0,1162833
4956714,13,NAIVE,True,25000,50,0.999,0.4,False,1182357,0,1182357
4956715,2,ProgressiveWideningSolver,True,25000,50,0.999,0.2,False,1193276,0,1193276
4956716,3,ProgressiveWideningSolver,True,25000,50,0.999,0.4,False,1208418,0,1208418
4956717,8,DPWSolver,True,25000,100,0.9998,0.2,True,1126284,0,1126284
4956718,6,DPWSolver,True,25000,100,0.9998,0.2,False,1155091,0,1155091
4956719,6,DPWSolver,True,25000,100,0.9998,0.4,True,1157946,0,1157946
4956720,5,DPWSolver,True,25000,100,0.9998,0.4,False,1172917,0,1172917
4956721,24,NAIVE,True,25000,100,0.9998,0.4,False,1173323,0,1173323
4956722,3,ProgressiveWideningSolver,True,25000,100,0.9998,0.2,False,1184994,0,1184994
4956723,5,ProgressiveWideningSolver,True,25000,100,0.9998,0.4,False,1146374,0,1146374
4956724,6,DPWSolver,True,25000,100,0.999,0.2,True,1134156,0,1134156
4956725,6,DPWSolver,True,25000,100,0.999,0.2,False,1130859,0,1130859
4956726,6,DPWSolver,True,25000,100,0.999,0.4,True,1161899,0,1161899
4956727,6,DPWSolver,True,25000,100,0.999,0.4,False,1158550,0,1158550
4956728,26,NAIVE,True,25000,100,0.999,0.4,False,1181832,0,1181832
4956729,4,ProgressiveWideningSolver,True,25000,100,0.999,0.2,False,1167024,0,1167024
4956730,6,ProgressiveWideningSolver,True,25000,100,0.999,0.4,False,1145829,0,1145829
4956731,11,DPWSolver,True,25000,200,0.9998,0.2,True,1149047,0,1149047
4956732,11,DPWSolver,True,25000,200,0.9998,0.2,False,1120191,0,1120191
4956733,13,DPWSolver,True,25000,200,0.9998,0.4,True,1167862,0,1167862
4956734,13,DPWSolver,True,25000,200,0.9998,0.4,False,1141730,0,1141730
4956735,39,NAIVE,True,25000,200,0.9998,0.4,False,1132032,0,1132032
4956736,6,ProgressiveWideningSolver,True,25000,200,0.9998,0.2,False,1133355,0,1133355
4956737,10,ProgressiveWideningSolver,True,25000,200,0.9998,0.4,False,1134371,0,1134371
4956738,11,DPWSolver,True,25000,200,0.999,0.2,True,1132931,0,1132931
4956739,11,DPWSolver,True,25000,200,0.999,0.2,False,1138018,0,1138018
4956740,13,DPWSolver,True,25000,200,0.999,0.4,True,1136821,0,1136821
4956741,13,DPWSolver,True,25000,200,0.999,0.4,False,1147174,0,1147174
4956742,41,NAIVE,True,25000,200,0.999,0.4,False,1146128,0,1146128
4956743,6,ProgressiveWideningSolver,True,25000,200,0.999,0.2,False,1154394,0,1154394
4956744,10,ProgressiveWideningSolver,True,25000,200,0.999,0.4,False,1173670,0,1173670
4956745,27,DPWSolver,True,25000,500,0.9998,0.2,True,1100725,0,1100725
4956746,27,DPWSolver,True,25000,500,0.9998,0.2,False,1126832,0,1126832
4956747,38,DPWSolver,True,25000,500,0.9998,0.4,True,1136337,0,1136337
4956748,36,DPWSolver,True,25000,500,0.9998,0.4,False,1114129,0,1114129
4956749,80,NAIVE,True,25000,500,0.9998,0.4,False,1120476,0,1120476
4956750,10,ProgressiveWideningSolver,True,25000,500,0.9998,0.2,False,1166378,0,1166378
4956751,26,ProgressiveWideningSolver,True,25000,500,0.9998,0.4,False,1157261,0,1157261
4956752,26,DPWSolver,True,25000,500,0.999,0.2,True,1108450,0,1108450
4956753,27,DPWSolver,True,25000,500,0.999,0.2,False,1103449,0,1103449
4956754,34,DPWSolver,True,25000,500,0.999,0.4,True,1108480,0,1108480
4956755,36,DPWSolver,True,25000,500,0.999,0.4,False,1114663,0,1114663
4956756,82,NAIVE,True,25000,500,0.999,0.4,False,1136360,0,1136360
4956757,10,ProgressiveWideningSolver,True,25000,500,0.999,0.2,False,1127408,0,1127408
4956758,22,ProgressiveWideningSolver,True,25000,500,0.999,0.4,False,1133293,0,1133293
4956759,55,DPWSolver,True,25000,1000,0.9998,0.2,True,1101447,0,1101447
4956760,56,DPWSolver,True,25000,1000,0.9998,0.2,False,1113713,0,1113713
4956761,73,DPWSolver,True,25000,1000,0.9998,0.4,True,1129527,0,1129527
4956762,77,DPWSolver,True,25000,1000,0.9998,0.4,False,1139169,0,1139169
4956763,125,NAIVE,True,25000,1000,0.9998,0.4,False,1109803,0,1109803
4956764,17,ProgressiveWideningSolver,True,25000,1000,0.9998,0.2,False,1123197,0,1123197
4956765,40,ProgressiveWideningSolver,True,25000,1000,0.9998,0.4,False,1153889,0,1153889
4956766,54,DPWSolver,True,25000,1000,0.999,0.2,True,1126902,0,1126902
4956767,55,DPWSolver,True,25000,1000,0.999,0.2,False,1110073,0,1110073
4956768,73,DPWSolver,True,25000,1000,0.999,0.4,True,1129635,0,1129635
4956769,79,DPWSolver,True,25000,1000,0.999,0.4,False,1186350,0,1186350
4956770,113,NAIVE,True,25000,1000,0.999,0.4,False,1123565,0,1123565
4956771,18,ProgressiveWideningSolver,True,25000,1000,0.999,0.2,False,1152804,0,1152804
4956772,40,ProgressiveWideningSolver,True,25000,1000,0.999,0.4,False,1168640,0,1168640
4956773,2,DPWSolver,True,50000,20,0.9998,0.2,True,1218639,0,1218639
4956774,2,DPWSolver,True,50000,20,0.9998,0.2,False,1188908,0,1188908
4956775,2,DPWSolver,True,50000,20,0.9998,0.4,True,1207722,0,1207722
4956776,2,DPWSolver,True,50000,20,0.9998,0.4,False,1212861,0,1212861
4956777,5,NAIVE,True,50000,20,0.9998,0.4,False,1184484,0,1184484
4956778,1,ProgressiveWideningSolver,True,50000,20,0.9998,0.2,False,1188744,0,1188744
4956779,1,ProgressiveWideningSolver,True,50000,20,0.9998,0.4,False,1206040,0,1206040
4956780,2,DPWSolver,True,50000,20,0.999,0.2,True,1168401,0,1168401
4956781,2,DPWSolver,True,50000,20,0.999,0.2,False,1168668,0,1168668
4956782,2,DPWSolver,True,50000,20,0.999,0.4,True,1180145,0,1180145
4956783,2,DPWSolver,True,50000,20,0.999,0.4,False,1198480,0,1198480
4956784,6,NAIVE,True,50000,20,0.999,0.4,False,1170762,0,1170762
4956785,1,ProgressiveWideningSolver,True,50000,20,0.999,0.2,False,1208897,0,1208897
4956786,1,ProgressiveWideningSolver,True,50000,20,0.999,0.4,False,1180125,0,1180125
4956787,3,DPWSolver,True,50000,50,0.9998,0.2,True,1160928,0,1160928
4956788,3,DPWSolver,True,50000,50,0.9998,0.2,False,1145825,0,1145825
4956789,3,DPWSolver,True,50000,50,0.9998,0.4,True,1149887,0,1149887
4956790,3,DPWSolver,True,50000,50,0.9998,0.4,False,1173110,0,1173110
4956791,13,NAIVE,True,50000,50,0.9998,0.4,False,1173522,0,1173522
4956792,3,ProgressiveWideningSolver,True,50000,50,0.9998,0.2,False,1187242,0,1187242
4956793,3,ProgressiveWideningSolver,True,50000,50,0.9998,0.4,False,1173715,0,1173715
4956794,3,DPWSolver,True,50000,50,0.999,0.2,True,1203229,0,1203229
4956795,4,DPWSolver,True,50000,50,0.999,0.2,False,1197320,0,1197320
4956796,4,DPWSolver,True,50000,50,0.999,0.4,True,1151507,0,1151507
4956797,5,DPWSolver,True,50000,50,0.999,0.4,False,1187290,0,1187290
4956798,14,NAIVE,True,50000,50,0.999,0.4,False,1181200,0,1181200
4956799,3,ProgressiveWideningSolver,True,50000,50,0.999,0.2,False,1167973,0,1167973
4956800,3,ProgressiveWideningSolver,True,50000,50,0.999,0.4,False,1167985,0,1167985
4956801,7,DPWSolver,True,50000,100,0.9998,0.2,True,1134495,0,1134495
4956802,6,DPWSolver,True,50000,100,0.9998,0.2,False,1114220,0,1114220
4956803,6,DPWSolver,True,50000,100,0.9998,0.4,True,1142260,0,1142260
4956804,6,DPWSolver,True,50000,100,0.9998,0.4,False,1137172,0,1137172
4956805,26,NAIVE,True,50000,100,0.9998,0.4,False,1175811,0,1175811
4956806,4,ProgressiveWideningSolver,True,50000,100,0.9998,0.2,False,1142329,0,1142329
4956807,6,ProgressiveWideningSolver,True,50000,100,0.9998,0.4,False,1162496,0,1162496
4956808,6,DPWSolver,True,50000,100,0.999,0.2,True,1134323,0,1134323
4956809,6,DPWSolver,True,50000,100,0.999,0.2,False,1133506,0,1133506
4956810,6,DPWSolver,True,50000,100,0.999,0.4,True,1151420,0,1151420
4956811,6,DPWSolver,True,50000,100,0.999,0.4,False,1127027,0,1127027
4956812,23,NAIVE,True,50000,100,0.999,0.4,False,1156223,0,1156223
4956813,4,ProgressiveWideningSolver,True,50000,100,0.999,0.2,False,1148814,0,1148814
4956814,5,ProgressiveWideningSolver,True,50000,100,0.999,0.4,False,1165920,0,1165920
4956815,11,DPWSolver,True,50000,200,0.9998,0.2,True,1119971,0,1119971
4956816,11,DPWSolver,True,50000,200,0.9998,0.2,False,1134532,0,1134532
4956817,13,DPWSolver,True,50000,200,0.9998,0.4,True,1136872,0,1136872
4956818,14,DPWSolver,True,50000,200,0.9998,0.4,False,1123214,0,1123214
4956819,42,NAIVE,True,50000,200,0.9998,0.4,False,1155938,0,1155938
4956820,6,ProgressiveWideningSolver,True,50000,200,0.9998,0.2,False,1148769,0,1148769
4956821,11,ProgressiveWideningSolver,True,50000,200,0.9998,0.4,False,1166730,0,1166730
4956822,11,DPWSolver,True,50000,200,0.999,0.2,True,1107613,0,1107613
4956823,11,DPWSolver,True,50000,200,0.999,0.2,False,1109894,0,1109894
4956824,13,DPWSolver,True,50000,200,0.999,0.4,True,1141839,0,1141839
4956825,13,DPWSolver,True,50000,200,0.999,0.4,False,1164991,0,1164991
4956826,40,NAIVE,True,50000,200,0.999,0.4,False,1168440,0,1168440
4956827,5,ProgressiveWideningSolver,True,50000,200,0.999,0.2,False,1156653,0,1156653
4956828,10,ProgressiveWideningSolver,True,50000,200,0.999,0.4,False,1135508,0,1135508
4956829,26,DPWSolver,True,50000,500,0.9998,0.2,True,1124620,0,1124620
4956830,27,DPWSolver,True,50000,500,0.9998,0.2,False,1114326,0,1114326
4956831,37,DPWSolver,True,50000,500,0.9998,0.4,True,1111802,0,1111802
4956832,34,DPWSolver,True,50000,500,0.9998,0.4,False,1131027,0,1131027
4956833,85,NAIVE,True,50000,500,0.9998,0.4,False,1115735,0,1115735
4956834,10,ProgressiveWideningSolver,True,50000,500,0.9998,0.2,False,1170546,0,1170546
4956835,27,ProgressiveWideningSolver,True,50000,500,0.9998,0.4,False,1108087,0,1108087
4956836,29,DPWSolver,True,50000,500,0.999,0.2,True,1116697,0,1116697
4956837,30,DPWSolver,True,50000,500,0.999,0.2,False,1116532,0,1116532
4956838,37,DPWSolver,True,50000,500,0.999,0.4,True,1106912,0,1106912
4956839,37,DPWSolver,True,50000,500,0.999,0.4,False,1098517,0,1098517
4956840,78,NAIVE,True,50000,500,0.999,0.4,False,1122611,0,1122611
4956841,10,ProgressiveWideningSolver,True,50000,500,0.999,0.2,False,1145848,0,1145848
4956842,26,ProgressiveWideningSolver,True,50000,500,0.999,0.4,False,1124301,0,1124301
4956843,55,DPWSolver,True,50000,1000,0.9998,0.2,True,1124106,0,1124106
4956844,54,DPWSolver,True,50000,1000,0.9998,0.2,False,1097216,0,1097216
4956845,79,DPWSolver,True,50000,1000,0.9998,0.4,True,1118388,0,1118388
4956846,76,DPWSolver,True,50000,1000,0.9998,0.4,False,1124884,0,1124884
4956847,136,NAIVE,True,50000,1000,0.9998,0.4,False,1132212,0,1132212
4956848,21,ProgressiveWideningSolver,True,50000,1000,0.9998,0.2,False,1138043,0,1138043
4956849,47,ProgressiveWideningSolver,True,50000,1000,0.9998,0.4,False,1102091,0,1102091
4956850,55,DPWSolver,True,50000,1000,0.999,0.2,True,1110388,0,1110388
4956851,52,DPWSolver,True,50000,1000,0.999,0.2,False,1101162,0,1101162
4956852,81,DPWSolver,True,50000,1000,0.999,0.4,True,1141188,0,1141188
4956853,76,DPWSolver,True,50000,1000,0.999,0.4,False,1142203,0,1142203
4956854,128,NAIVE,True,50000,1000,0.999,0.4,False,1124909,0,1124909
4956855,18,ProgressiveWideningSolver,True,50000,1000,0.999,0.2,False,1122288,0,1122288
4956856,44,ProgressiveWideningSolver,True,50000,1000,0.999,0.4,False,1125362,0,1125362
4956857,2,DPWSolver,True,100000,20,0.9998,0.2,True,1209478,0,1209478
4956858,2,DPWSolver,True,100000,20,0.9998,0.2,False,1179220,0,1179220
4956859,2,DPWSolver,True,100000,20,0.9998,0.4,True,1177278,0,1177278
4956860,4,DPWSolver,True,100000,20,0.9998,0.4,False,1171912,0,1171912
4956861,6,NAIVE,True,100000,20,0.9998,0.4,False,1230327,0,1230327
4956862,1,ProgressiveWideningSolver,True,100000,20,0.9998,0.2,False,1187496,0,1187496
4956863,1,ProgressiveWideningSolver,True,100000,20,0.9998,0.4,False,1188542,0,1188542
4956864,2,DPWSolver,True,100000,20,0.999,0.2,True,1201429,0,1201429
4956865,2,DPWSolver,True,100000,20,0.999,0.2,False,1175305,0,1175305
4956866,2,DPWSolver,True,100000,20,0.999,0.4,True,1179564,0,1179564
4956867,2,DPWSolver,True,100000,20,0.999,0.4,False,1193952,0,1193952
4956868,5,NAIVE,True,100000,20,0.999,0.4,False,1166389,0,1166389
4956869,2,ProgressiveWideningSolver,True,100000,20,0.999,0.2,False,1204659,0,1204659
4956870,1,ProgressiveWideningSolver,True,100000,20,0.999,0.4,False,1191438,0,1191438
4956871,3,DPWSolver,True,100000,50,0.9998,0.2,True,1142486,0,1142486
4956872,3,DPWSolver,True,100000,50,0.9998,0.2,False,1150007,0,1150007
4956873,3,DPWSolver,True,100000,50,0.9998,0.4,True,1149282,0,1149282
4956874,3,DPWSolver,True,100000,50,0.9998,0.4,False,1138027,0,1138027
4956875,13,NAIVE,True,100000,50,0.9998,0.4,False,1193423,0,1193423
4956876,3,ProgressiveWideningSolver,True,100000,50,0.9998,0.2,False,1179219,0,1179219
4956877,3,ProgressiveWideningSolver,True,100000,50,0.9998,0.4,False,1161561,0,1161561
4956878,3,DPWSolver,True,100000,50,0.999,0.2,True,1173633,0,1173633
4956879,3,DPWSolver,True,100000,50,0.999,0.2,False,1162361,0,1162361
4956880,3,DPWSolver,True,100000,50,0.999,0.4,True,1148838,0,1148838
4956881,3,DPWSolver,True,100000,50,0.999,0.4,False,1146829,0,1146829
4956882,13,NAIVE,True,100000,50,0.999,0.4,False,1196123,0,1196123
4956883,3,ProgressiveWideningSolver,True,100000,50,0.999,0.2,False,1168273,0,1168273
4956884,3,ProgressiveWideningSolver,True,100000,50,0.999,0.4,False,1151580,0,1151580
4956885,6,DPWSolver,True,100000,100,0.9998,0.2,True,1131860,0,1131860
4956886,6,DPWSolver,True,100000,100,0.9998,0.2,False,1125550,0,1125550
4956887,6,DPWSolver,True,100000,100,0.9998,0.4,True,1170418,0,1170418
4956888,7,DPWSolver,True,100000,100,0.9998,0.4,False,1163577,0,1163577
4956889,25,NAIVE,True,100000,100,0.9998,0.4,False,1161581,0,1161581
4956890,5,ProgressiveWideningSolver,True,100000,100,0.9998,0.2,False,1132993,0,1132993
4956891,6,ProgressiveWideningSolver,True,100000,100,0.9998,0.4,False,1137830,0,1137830
4956892,6,DPWSolver,True,100000,100,0.999,0.2,True,1116819,0,1116819
4956893,6,DPWSolver,True,100000,100,0.999,0.2,False,1117278,0,1117278
4956894,6,DPWSolver,True,100000,100,0.999,0.4,True,1127809,0,1127809
4956895,6,DPWSolver,True,100000,100,0.999,0.4,False,1147769,0,1147769
4956896,24,NAIVE,True,100000,100,0.999,0.4,False,1162768,0,1162768
4956897,4,ProgressiveWideningSolver,True,100000,100,0.999,0.2,False,1147111,0,1147111
4956898,6,ProgressiveWideningSolver,True,100000,100,0.999,0.4,False,1111943,0,1111943
4956899,12,DPWSolver,True,100000,200,0.9998,0.2,True,1117467,0,1117467
4956900,11,DPWSolver,True,100000,200,0.9998,0.2,False,1126444,0,1126444
4956901,13,DPWSolver,True,100000,200,0.9998,0.4,True,1139834,0,1139834
4956902,12,DPWSolver,True,100000,200,0.9998,0.4,False,1142263,0,1142263
4956903,38,NAIVE,True,100000,200,0.9998,0.4,False,1140652,0,1140652
4956904,6,ProgressiveWideningSolver,True,100000,200,0.9998,0.2,False,1152521,0,1152521
4956905,12,ProgressiveWideningSolver,True,100000,200,0.9998,0.4,False,1144627,0,1144627
4956906,11,DPWSolver,True,100000,200,0.999,0.2,True,1105032,0,1105032
4956907,11,DPWSolver,True,100000,200,0.999,0.2,False,1127458,0,1127458
4956908,13,DPWSolver,True,100000,200,0.999,0.4,True,1145910,0,1145910
4956909,13,DPWSolver,True,100000,200,0.999,0.4,False,1133798,0,1133798
4956910,40,NAIVE,True,100000,200,0.999,0.4,False,1157223,0,1157223
4956911,6,ProgressiveWideningSolver,True,100000,200,0.999,0.2,False,1124433,0,1124433
4956912,11,ProgressiveWideningSolver,True,100000,200,0.999,0.4,False,1132608,0,1132608
4956913,26,DPWSolver,True,100000,500,0.9998,0.2,True,1093392,0,1093392
4956914,27,DPWSolver,True,100000,500,0.9998,0.2,False,1113556,0,1113556
4956915,36,DPWSolver,True,100000,500,0.9998,0.4,True,1111605,0,1111605
4956916,38,DPWSolver,True,100000,500,0.9998,0.4,False,1106714,0,1106714
4956917,89,NAIVE,True,100000,500,0.9998,0.4,False,1138055,0,1138055
4956918,11,ProgressiveWideningSolver,True,100000,500,0.9998,0.2,False,1138172,0,1138172
4956919,32,ProgressiveWideningSolver,True,100000,500,0.9998,0.4,False,1113131,0,1113131
4956920,27,DPWSolver,True,100000,500,0.999,0.2,True,1100384,0,1100384
4956921,28,DPWSolver,True,100000,500,0.999,0.2,False,1100465,0,1100465
4956922,42,DPWSolver,True,100000,500,0.999,0.4,True,1122005,0,1122005
4956923,38,DPWSolver,True,100000,500,0.999,0.4,False,1114456,0,1114456
4956924,88,NAIVE,True,100000,500,0.999,0.4,False,1128783,0,1128783
4956925,11,ProgressiveWideningSolver,True,100000,500,0.999,0.2,False,1145656,0,1145656
4956926,29,ProgressiveWideningSolver,True,100000,500,0.999,0.4,False,1111249,0,1111249
4956927,55,DPWSolver,True,100000,1000,0.9998,0.2,True,1111713,0,1111713
4956928,55,DPWSolver,True,100000,1000,0.9998,0.2,False,1090833,0,1090833
4956929,80,DPWSolver,True,100000,1000,0.9998,0.4,True,1124239,0,1124239
4956930,80,DPWSolver,True,100000,1000,0.9998,0.4,False,1138400,0,1138400
4956931,161,NAIVE,True,100000,1000,0.9998,0.4,False,1126114,0,1126114
4956932,24,ProgressiveWideningSolver,True,100000,1000,0.9998,0.2,False,1111925,0,1111925
4956933,54,ProgressiveWideningSolver,True,100000,1000,0.9998,0.4,False,1104600,0,1104600
4956934,52,DPWSolver,True,100000,1000,0.999,0.2,True,1125972,0,1125972
4956935,56,DPWSolver,True,100000,1000,0.999,0.2,False,1117973,0,1117973
4956936,76,DPWSolver,True,100000,1000,0.999,0.4,True,1104130,0,1104130
4956937,79,DPWSolver,True,100000,1000,0.999,0.4,False,1110645,0,1110645
4956938,142,NAIVE,True,100000,1000,0.999,0.4,False,1120455,0,1120455
4956939,20,ProgressiveWideningSolver,True,100000,1000,0.999,0.2,False,1128060,0,1128060
4956940,48,ProgressiveWideningSolver,True,100000,1000,0.999,0.4,False,1111797,0,1111797
4956941,2,DPWSolver,True,500000,20,0.9998,0.2,True,1177378,0,1177378
4956942,2,DPWSolver,True,500000,20,0.9998,0.2,False,1182069,0,1182069
4956943,2,DPWSolver,True,500000,20,0.9998,0.4,True,1181484,0,1181484
4956944,2,DPWSolver,True,500000,20,0.9998,0.4,False,1171346,0,1171346
4956945,6,NAIVE,True,500000,20,0.9998,0.4,False,1196493,0,1196493
4956946,2,ProgressiveWideningSolver,True,500000,20,0.9998,0.2,False,1183800,0,1183800
4956947,2,ProgressiveWideningSolver,True,500000,20,0.9998,0.4,False,1197792,0,1197792
4956948,2,DPWSolver,True,500000,20,0.999,0.2,True,1208656,0,1208656
4956949,2,DPWSolver,True,500000,20,0.999,0.2,False,1174332,0,1174332
4956950,3,DPWSolver,True,500000,20,0.999,0.4,True,1186088,0,1186088
4956951,2,DPWSolver,True,500000,20,0.999,0.4,False,1202656,0,1202656
4956952,5,NAIVE,True,500000,20,0.999,0.4,False,1177636,0,1177636
4956953,2,ProgressiveWideningSolver,True,500000,20,0.999,0.2,False,1197392,0,1197392
4956954,2,ProgressiveWideningSolver,True,500000,20,0.999,0.4,False,1212377,0,1212377
4956955,3,DPWSolver,True,500000,50,0.9998,0.2,True,1146545,0,1146545
4956956,3,DPWSolver,True,500000,50,0.9998,0.2,False,1170076,0,1170076
4956957,3,DPWSolver,True,500000,50,0.9998,0.4,True,1150343,0,1150343
4956958,3,DPWSolver,True,500000,50,0.9998,0.4,False,1142801,0,1142801
4956959,14,NAIVE,True,500000,50,0.9998,0.4,False,1210863,0,1210863
4956960,3,ProgressiveWideningSolver,True,500000,50,0.9998,0.2,False,1191318,0,1191318
4956961,3,ProgressiveWideningSolver,True,500000,50,0.9998,0.4,False,1188754,0,1188754
4956962,4,DPWSolver,True,500000,50,0.999,0.2,True,1151894,0,1151894
4956963,3,DPWSolver,True,500000,50,0.999,0.2,False,1167030,0,1167030
4956964,3,DPWSolver,True,500000,50,0.999,0.4,True,1131932,0,1131932
4956965,3,DPWSolver,True,500000,50,0.999,0.4,False,1161457,0,1161457
4956966,15,NAIVE,True,500000,50,0.999,0.4,False,1183365,0,1183365
4956967,4,ProgressiveWideningSolver,True,500000,50,0.999,0.2,False,1166981,0,1166981
4956968,3,ProgressiveWideningSolver,True,500000,50,0.999,0.4,False,1168864,0,1168864
4956969,6,DPWSolver,True,500000,100,0.9998,0.2,True,1158513,0,1158513
4956970,6,DPWSolver,True,500000,100,0.9998,0.2,False,1124171,0,1124171
4956971,6,DPWSolver,True,500000,100,0.9998,0.4,True,1161692,0,1161692
4956972,6,DPWSolver,True,500000,100,0.9998,0.4,False,1161571,0,1161571
4956973,23,NAIVE,True,500000,100,0.9998,0.4,False,1154308,0,1154308
4956974,5,ProgressiveWideningSolver,True,500000,100,0.9998,0.2,False,1144796,0,1144796
4956975,6,ProgressiveWideningSolver,True,500000,100,0.9998,0.4,False,1187367,0,1187367
4956976,6,DPWSolver,True,500000,100,0.999,0.2,True,1150232,0,1150232
4956977,6,DPWSolver,True,500000,100,0.999,0.2,False,1117500,0,1117500
4956978,6,DPWSolver,True,500000,100,0.999,0.4,True,1157834,0,1157834
4956979,6,DPWSolver,True,500000,100,0.999,0.4,False,1135700,0,1135700
4956980,24,NAIVE,True,500000,100,0.999,0.4,False,1152850,0,1152850
4956981,6,ProgressiveWideningSolver,True,500000,100,0.999,0.2,False,1119830,0,1119830
