Simulation number,run_time,ALGORITHM,EARLY_STOP,EXPLORATION_CONSTANT,MAX_ITERATION,EXP_CONST_DECAY,DPW_ALPHA,DPW_PROBABILISTIC,Average_Cost,Total_Time_Penalty_Cost,Total_Fuel_Cost
4956982,6,ProgressiveWideningSolver,True,500000,100,0.999,0.4,False,1168737,0,1168737
4956983,12,DPWSolver,True,500000,200,0.9998,0.2,True,1111580,0,1111580
4956984,12,DPWSolver,True,500000,200,0.9998,0.2,False,1118826,0,1118826
4956985,13,DPWSolver,True,500000,200,0.9998,0.4,True,1134456,0,1134456
4956986,13,DPWSolver,True,500000,200,0.9998,0.4,False,1154156,0,1154156
4956987,43,NAIVE,True,500000,200,0.9998,0.4,False,1168759,0,1168759
4956988,9,ProgressiveWideningSolver,True,500000,200,0.9998,0.2,False,1119277,0,1119277
4956989,12,ProgressiveWideningSolver,True,500000,200,0.9998,0.4,False,1151650,0,1151650
4956990,11,DPWSolver,True,500000,200,0.999,0.2,True,1147193,0,1147193
4956991,11,DPWSolver,True,500000,200,0.999,0.2,False,1119646,0,1119646
4956992,13,DPWSolver,True,500000,200,0.999,0.4,True,1157106,0,1157106
4956993,13,DPWSolver,True,500000,200,0.999,0.4,False,1121720,0,1121720
4956994,45,NAIVE,True,500000,200,0.999,0.4,False,1192979,0,1192979
4956995,9,ProgressiveWideningSolver,True,500000,200,0.999,0.2,False,1156255,0,1156255
4956996,13,ProgressiveWideningSolver,True,500000,200,0.999,0.4,False,1178962,0,1178962
4956997,27,DPWSolver,True,500000,500,0.9998,0.2,True,1094801,0,1094801
4956998,28,DPWSolver,True,500000,500,0.9998,0.2,False,1094891,0,1094891
4956999,41,DPWSolver,True,500000,500,0.9998,0.4,True,1131195,0,1131195
4957000,41,DPWSolver,True,500000,500,0.9998,0.4,False,1131237,0,1131237
4957001,89,NAIVE,True,500000,500,0.9998,0.4,False,1126426,0,1126426
4957002,22,ProgressiveWideningSolver,True,500000,500,0.9998,0.2,False,1139828,0,1139828
4957003,43,ProgressiveWideningSolver,True,500000,500,0.9998,0.4,False,1127883,0,1127883
4957004,28,DPWSolver,True,500000,500,0.999,0.2,True,1118632,0,1118632
4957005,28,DPWSolver,True,500000,500,0.999,0.2,False,1104321,0,1104321
4957006,40,DPWSolver,True,500000,500,0.999,0.4,True,1110155,0,1110155
4957007,37,DPWSolver,True,500000,500,0.999,0.4,False,1110561,0,1110561
4957008,92,NAIVE,True,500000,500,0.999,0.4,False,1133363,0,1133363
4957009,19,ProgressiveWideningSolver,True,500000,500,0.999,0.2,False,1122400,0,1122400
4957010,40,ProgressiveWideningSolver,True,500000,500,0.999,0.4,False,1138384,0,1138384
4957011,63,DPWSolver,True,500000,1000,0.9998,0.2,True,1117799,0,1117799
4957012,55,DPWSolver,True,500000,1000,0.9998,0.2,False,1109216,0,1109216
4957013,86,DPWSolver,True,500000,1000,0.9998,0.4,True,1122836,0,1122836
4957014,83,DPWSolver,True,500000,1000,0.9998,0.4,False,1124768,0,1124768
4957015,190,NAIVE,True,500000,1000,0.9998,0.4,False,1141794,0,1141794
4957016,40,ProgressiveWideningSolver,True,500000,1000,0.9998,0.2,False,1110835,0,1110835
4957017,89,ProgressiveWideningSolver,True,500000,1000,0.9998,0.4,False,1151089,0,1151089
4957018,57,DPWSolver,True,500000,1000,0.999,0.2,True,1093622,0,1093622
4957019,61,DPWSolver,True,500000,1000,0.999,0.2,False,1102179,0,1102179
4957020,79,DPWSolver,True,500000,1000,0.999,0.4,True,1117550,0,1117550
4957021,84,DPWSolver,True,500000,1000,0.999,0.4,False,1158859,0,1158859
4957022,183,NAIVE,True,500000,1000,0.999,0.4,False,1105677,0,1105677
4957023,36,ProgressiveWideningSolver,True,500000,1000,0.999,0.2,False,1121018,0,1121018
4957024,76,ProgressiveWideningSolver,True,500000,1000,0.999,0.4,False,1109689,0,1109689
4957025,2,DPWSolver,True,750000,20,0.9998,0.2,True,1187190,0,1187190
4957026,2,DPWSolver,True,750000,20,0.9998,0.2,False,1201934,0,1201934
4957027,2,DPWSolver,True,750000,20,0.9998,0.4,True,1216838,0,1216838
4957028,2,DPWSolver,True,750000,20,0.9998,0.4,False,1191980,0,1191980
4957029,6,NAIVE,True,750000,20,0.9998,0.4,False,1182531,0,1182531
4957030,2,ProgressiveWideningSolver,True,750000,20,0.9998,0.2,False,1218176,0,1218176
4957031,2,ProgressiveWideningSolver,True,750000,20,0.9998,0.4,False,1201988,0,1201988
4957032,2,DPWSolver,True,750000,20,0.999,0.2,True,1168855,0,1168855
4957033,2,DPWSolver,True,750000,20,0.999,0.2,False,1171550,0,1171550
4957034,2,DPWSolver,True,750000,20,0.999,0.4,True,1158988,0,1158988
4957035,2,DPWSolver,True,750000,20,0.999,0.4,False,1171602,0,1171602
4957036,6,NAIVE,True,750000,20,0.999,0.4,False,1190390,0,1190390
4957037,2,ProgressiveWideningSolver,True,750000,20,0.999,0.2,False,1186484,0,1186484
4957038,1,ProgressiveWideningSolver,True,750000,20,0.999,0.4,False,1178004,0,1178004
4957039,3,DPWSolver,True,750000,50,0.9998,0.2,True,1148282,0,1148282
4957040,3,DPWSolver,True,750000,50,0.9998,0.2,False,1199902,0,1199902
4957041,3,DPWSolver,True,750000,50,0.9998,0.4,True,1136085,0,1136085
4957042,4,DPWSolver,True,750000,50,0.9998,0.4,False,1187612,0,1187612
4957043,13,NAIVE,True,750000,50,0.9998,0.4,False,1171830,0,1171830
4957044,3,ProgressiveWideningSolver,True,750000,50,0.9998,0.2,False,1162850,0,1162850
4957045,3,ProgressiveWideningSolver,True,750000,50,0.9998,0.4,False,1206263,0,1206263
4957046,4,DPWSolver,True,750000,50,0.999,0.2,True,1156847,0,1156847
4957047,3,DPWSolver,True,750000,50,0.999,0.2,False,1140802,0,1140802
4957048,3,DPWSolver,True,750000,50,0.999,0.4,True,1176488,0,1176488
4957049,3,DPWSolver,True,750000,50,0.999,0.4,False,1137594,0,1137594
4957050,12,NAIVE,True,750000,50,0.999,0.4,False,1197604,0,1197604
4957051,3,ProgressiveWideningSolver,True,750000,50,0.999,0.2,False,1182476,0,1182476
4957052,3,ProgressiveWideningSolver,True,750000,50,0.999,0.4,False,1153897,0,1153897
4957053,6,DPWSolver,True,750000,100,0.9998,0.2,True,1144867,0,1144867
4957054,6,DPWSolver,True,750000,100,0.9998,0.2,False,1146417,0,1146417
4957055,6,DPWSolver,True,750000,100,0.9998,0.4,True,1147922,0,1147922
4957056,6,DPWSolver,True,750000,100,0.9998,0.4,False,1129045,0,1129045
4957057,24,NAIVE,True,750000,100,0.9998,0.4,False,1177183,0,1177183
4957058,6,ProgressiveWideningSolver,True,750000,100,0.9998,0.2,False,1159693,0,1159693
4957059,7,ProgressiveWideningSolver,True,750000,100,0.9998,0.4,False,1142743,0,1142743
4957060,6,DPWSolver,True,750000,100,0.999,0.2,True,1156607,0,1156607
4957061,6,DPWSolver,True,750000,100,0.999,0.2,False,1140667,0,1140667
4957062,6,DPWSolver,True,750000,100,0.999,0.4,True,1148621,0,1148621
4957063,7,DPWSolver,True,750000,100,0.999,0.4,False,1146318,0,1146318
4957064,25,NAIVE,True,750000,100,0.999,0.4,False,1178318,0,1178318
4957065,5,ProgressiveWideningSolver,True,750000,100,0.999,0.2,False,1177530,0,1177530
4957066,6,ProgressiveWideningSolver,True,750000,100,0.999,0.4,False,1146104,0,1146104
4957067,11,DPWSolver,True,750000,200,0.9998,0.2,True,1113727,0,1113727
4957068,12,DPWSolver,True,750000,200,0.9998,0.2,False,1114365,0,1114365
4957069,14,DPWSolver,True,750000,200,0.9998,0.4,True,1165910,0,1165910
4957070,14,DPWSolver,True,750000,200,0.9998,0.4,False,1152296,0,1152296
4957071,40,NAIVE,True,750000,200,0.9998,0.4,False,1167162,0,1167162
4957072,9,ProgressiveWideningSolver,True,750000,200,0.9998,0.2,False,1173265,0,1173265
4957073,13,ProgressiveWideningSolver,True,750000,200,0.9998,0.4,False,1136620,0,1136620
4957074,12,DPWSolver,True,750000,200,0.999,0.2,True,1135736,0,1135736
4957075,12,DPWSolver,True,750000,200,0.999,0.2,False,1116684,0,1116684
4957076,15,DPWSolver,True,750000,200,0.999,0.4,True,1131057,0,1131057
4957077,14,DPWSolver,True,750000,200,0.999,0.4,False,1160350,0,1160350
4957078,45,NAIVE,True,750000,200,0.999,0.4,False,1172318,0,1172318
4957079,8,ProgressiveWideningSolver,True,750000,200,0.999,0.2,False,1133336,0,1133336
4957080,12,ProgressiveWideningSolver,True,750000,200,0.999,0.4,False,1128453,0,1128453
4957081,27,DPWSolver,True,750000,500,0.9998,0.2,True,1096324,0,1096324
4957082,29,DPWSolver,True,750000,500,0.9998,0.2,False,1108005,0,1108005
4957083,40,DPWSolver,True,750000,500,0.9998,0.4,True,1098702,0,1098702
4957084,38,DPWSolver,True,750000,500,0.9998,0.4,False,1120868,0,1120868
4957085,96,NAIVE,True,750000,500,0.9998,0.4,False,1166414,0,1166414
4957086,20,ProgressiveWideningSolver,True,750000,500,0.9998,0.2,False,1125898,0,1125898
4957087,39,ProgressiveWideningSolver,True,750000,500,0.9998,0.4,False,1133370,0,1133370
4957088,28,DPWSolver,True,750000,500,0.999,0.2,True,1108631,0,1108631
4957089,30,DPWSolver,True,750000,500,0.999,0.2,False,1107599,0,1107599
4957090,40,DPWSolver,True,750000,500,0.999,0.4,True,1130693,0,1130693
4957091,38,DPWSolver,True,750000,500,0.999,0.4,False,1117561,0,1117561
4957092,92,NAIVE,True,750000,500,0.999,0.4,False,1134998,0,1134998
4957093,20,ProgressiveWideningSolver,True,750000,500,0.999,0.2,False,1131713,0,1131713
4957094,46,ProgressiveWideningSolver,True,750000,500,0.999,0.4,False,1147516,0,1147516
4957095,58,DPWSolver,True,750000,1000,0.9998,0.2,True,1118405,0,1118405
4957096,61,DPWSolver,True,750000,1000,0.9998,0.2,False,1119461,0,1119461
4957097,84,DPWSolver,True,750000,1000,0.9998,0.4,True,1128100,0,1128100
4957098,87,DPWSolver,True,750000,1000,0.9998,0.4,False,1139454,0,1139454
4957099,180,NAIVE,True,750000,1000,0.9998,0.4,False,1127655,0,1127655
4957100,45,ProgressiveWideningSolver,True,750000,1000,0.9998,0.2,False,1137034,0,1137034
4957101,82,ProgressiveWideningSolver,True,750000,1000,0.9998,0.4,False,1132294,0,1132294
4957102,66,DPWSolver,True,750000,1000,0.999,0.2,True,1113685,0,1113685
4957103,59,DPWSolver,True,750000,1000,0.999,0.2,False,1097957,0,1097957
4957104,85,DPWSolver,True,750000,1000,0.999,0.4,True,1102927,0,1102927
4957105,85,DPWSolver,True,750000,1000,0.999,0.4,False,1127158,0,1127158
4957106,184,NAIVE,True,750000,1000,0.999,0.4,False,1124280,0,1124280
4957107,41,ProgressiveWideningSolver,True,750000,1000,0.999,0.2,False,1137716,0,1137716
4957108,78,ProgressiveWideningSolver,True,750000,1000,0.999,0.4,False,1118570,0,1118570
4957109,2,DPWSolver,True,1000000,20,0.9998,0.2,True,1200212,0,1200212
4957110,2,DPWSolver,True,1000000,20,0.9998,0.2,False,1182476,0,1182476
4957111,2,DPWSolver,True,1000000,20,0.9998,0.4,True,1174081,0,1174081
4957112,2,DPWSolver,True,1000000,20,0.9998,0.4,False,1168810,0,1168810
4957113,5,NAIVE,True,1000000,20,0.9998,0.4,False,1210589,0,1210589
4957114,2,ProgressiveWideningSolver,True,1000000,20,0.9998,0.2,False,1196864,0,1196864
4957115,2,ProgressiveWideningSolver,True,1000000,20,0.9998,0.4,False,1192450,0,1192450
4957116,2,DPWSolver,True,1000000,20,0.999,0.2,True,1185901,0,1185901
4957117,2,DPWSolver,True,1000000,20,0.999,0.2,False,1160238,0,1160238
4957118,2,DPWSolver,True,1000000,20,0.999,0.4,True,1185542,0,1185542
4957119,2,DPWSolver,True,1000000,20,0.999,0.4,False,1180947,0,1180947
4957120,5,NAIVE,True,1000000,20,0.999,0.4,False,1178005,0,1178005
4957121,2,ProgressiveWideningSolver,True,1000000,20,0.999,0.2,False,1186377,0,1186377
4957122,2,ProgressiveWideningSolver,True,1000000,20,0.999,0.4,False,1202126,0,1202126
4957123,3,DPWSolver,True,1000000,50,0.9998,0.2,True,1150912,0,1150912
4957124,3,DPWSolver,True,1000000,50,0.9998,0.2,False,1135627,0,1135627
4957125,3,DPWSolver,True,1000000,50,0.9998,0.4,True,1149024,0,1149024
4957126,3,DPWSolver,True,1000000,50,0.9998,0.4,False,1128248,0,1128248
4957127,13,NAIVE,True,1000000,50,0.9998,0.4,False,1179842,0,1179842
4957128,3,ProgressiveWideningSolver,True,1000000,50,0.9998,0.2,False,1161674,0,1161674
4957129,3,ProgressiveWideningSolver,True,1000000,50,0.9998,0.4,False,1155480,0,1155480
4957130,3,DPWSolver,True,1000000,50,0.999,0.2,True,1132559,0,1132559
4957131,3,DPWSolver,True,1000000,50,0.999,0.2,False,1133320,0,1133320
4957132,3,DPWSolver,True,1000000,50,0.999,0.4,True,1169277,0,1169277
4957133,3,DPWSolver,True,1000000,50,0.999,0.4,False,1154452,0,1154452
4957134,13,NAIVE,True,1000000,50,0.999,0.4,False,1152199,0,1152199
4957135,3,ProgressiveWideningSolver,True,1000000,50,0.999,0.2,False,1170129,0,1170129
4957136,3,ProgressiveWideningSolver,True,1000000,50,0.999,0.4,False,1176408,0,1176408
4957137,6,DPWSolver,True,1000000,100,0.9998,0.2,True,1149392,0,1149392
4957138,7,DPWSolver,True,1000000,100,0.9998,0.2,False,1174285,0,1174285
4957139,8,DPWSolver,True,1000000,100,0.9998,0.4,True,1127684,0,1127684
4957140,6,DPWSolver,True,1000000,100,0.9998,0.4,False,1152863,0,1152863
4957141,26,NAIVE,True,1000000,100,0.9998,0.4,False,1164929,0,1164929
4957142,6,ProgressiveWideningSolver,True,1000000,100,0.9998,0.2,False,1179162,0,1179162
4957143,7,ProgressiveWideningSolver,True,1000000,100,0.9998,0.4,False,1178395,0,1178395
4957144,6,DPWSolver,True,1000000,100,0.999,0.2,True,1155948,0,1155948
4957145,6,DPWSolver,True,1000000,100,0.999,0.2,False,1154983,0,1154983
4957146,6,DPWSolver,True,1000000,100,0.999,0.4,True,1147866,0,1147866
4957147,6,DPWSolver,True,1000000,100,0.999,0.4,False,1166909,0,1166909
4957148,24,NAIVE,True,1000000,100,0.999,0.4,False,1168645,0,1168645
4957149,5,ProgressiveWideningSolver,True,1000000,100,0.999,0.2,False,1137298,0,1137298
4957150,6,ProgressiveWideningSolver,True,1000000,100,0.999,0.4,False,1150343,0,1150343
4957151,11,DPWSolver,True,1000000,200,0.9998,0.2,True,1133298,0,1133298
4957152,12,DPWSolver,True,1000000,200,0.9998,0.2,False,1121851,0,1121851
4957153,13,DPWSolver,True,1000000,200,0.9998,0.4,True,1148723,0,1148723
4957154,13,DPWSolver,True,1000000,200,0.9998,0.4,False,1127298,0,1127298
4957155,43,NAIVE,True,1000000,200,0.9998,0.4,False,1166544,0,1166544
4957156,9,ProgressiveWideningSolver,True,1000000,200,0.9998,0.2,False,1123745,0,1123745
4957157,12,ProgressiveWideningSolver,True,1000000,200,0.9998,0.4,False,1140419,0,1140419
4957158,11,DPWSolver,True,1000000,200,0.999,0.2,True,1111214,0,1111214
4957159,11,DPWSolver,True,1000000,200,0.999,0.2,False,1146598,0,1146598
4957160,13,DPWSolver,True,1000000,200,0.999,0.4,True,1134761,0,1134761
4957161,13,DPWSolver,True,1000000,200,0.999,0.4,False,1147300,0,1147300
4957162,42,NAIVE,True,1000000,200,0.999,0.4,False,1166291,0,1166291
4957163,10,ProgressiveWideningSolver,True,1000000,200,0.999,0.2,False,1140195,0,1140195
4957164,14,ProgressiveWideningSolver,True,1000000,200,0.999,0.4,False,1150543,0,1150543
4957165,27,DPWSolver,True,1000000,500,0.9998,0.2,True,1106102,0,1106102
4957166,27,DPWSolver,True,1000000,500,0.9998,0.2,False,1115317,0,1115317
4957167,41,DPWSolver,True,1000000,500,0.9998,0.4,True,1113924,0,1113924
4957168,41,DPWSolver,True,1000000,500,0.9998,0.4,False,1134965,0,1134965
4957169,91,NAIVE,True,1000000,500,0.9998,0.4,False,1125432,0,1125432
4957170,21,ProgressiveWideningSolver,True,1000000,500,0.9998,0.2,False,1112212,0,1112212
4957171,45,ProgressiveWideningSolver,True,1000000,500,0.9998,0.4,False,1133942,0,1133942
4957172,27,DPWSolver,True,1000000,500,0.999,0.2,True,1097648,0,1097648
4957173,28,DPWSolver,True,1000000,500,0.999,0.2,False,1114231,0,1114231
4957174,41,DPWSolver,True,1000000,500,0.999,0.4,True,1110356,0,1110356
4957175,40,DPWSolver,True,1000000,500,0.999,0.4,False,1123427,0,1123427
4957176,92,NAIVE,True,1000000,500,0.999,0.4,False,1136413,0,1136413
4957177,21,ProgressiveWideningSolver,True,1000000,500,0.999,0.2,False,1129313,0,1129313
4957178,41,ProgressiveWideningSolver,True,1000000,500,0.999,0.4,False,1133869,0,1133869
4957179,63,DPWSolver,True,1000000,1000,0.9998,0.2,True,1110466,0,1110466
4957180,59,DPWSolver,True,1000000,1000,0.9998,0.2,False,1104195,0,1104195
4957181,86,DPWSolver,True,1000000,1000,0.9998,0.4,True,1153536,0,1153536
4957182,87,DPWSolver,True,1000000,1000,0.9998,0.4,False,1123577,0,1123577
4957183,186,NAIVE,True,1000000,1000,0.9998,0.4,False,1132615,0,1132615
4957184,45,ProgressiveWideningSolver,True,1000000,1000,0.9998,0.2,False,1135665,0,1135665
4957185,84,ProgressiveWideningSolver,True,1000000,1000,0.9998,0.4,False,1140065,0,1140065
4957186,57,DPWSolver,True,1000000,1000,0.999,0.2,True,1104250,0,1104250
4957187,61,DPWSolver,True,1000000,1000,0.999,0.2,False,1099339,0,1099339
4957188,85,DPWSolver,True,1000000,1000,0.999,0.4,True,1121355,0,1121355
4957189,88,DPWSolver,True,1000000,1000,0.999,0.4,False,1129457,0,1129457
4957190,188,NAIVE,True,1000000,1000,0.999,0.4,False,1137560,0,1137560
4957191,41,ProgressiveWideningSolver,True,1000000,1000,0.999,0.2,False,1121758,0,1121758
4957192,84,ProgressiveWideningSolver,True,1000000,1000,0.999,0.4,False,1135958,0,1135958
4957193,2,DPWSolver,True,25000000,20,0.9998,0.2,True,1208382,0,1208382
4957194,2,DPWSolver,True,25000000,20,0.9998,0.2,False,1163762,0,1163762
4957195,2,DPWSolver,True,25000000,20,0.9998,0.4,True,1199864,0,1199864
4957196,2,DPWSolver,True,25000000,20,0.9998,0.4,False,1179550,0,1179550
4957197,5,NAIVE,True,25000000,20,0.9998,0.4,False,1192348,0,1192348
4957198,1,ProgressiveWideningSolver,True,25000000,20,0.9998,0.2,False,1209694,0,1209694
4957199,2,ProgressiveWideningSolver,True,25000000,20,0.9998,0.4,False,1201836,0,1201836
4957200,2,DPWSolver,True,25000000,20,0.999,0.2,True,1189390,0,1189390
4957201,2,DPWSolver,True,25000000,20,0.999,0.2,False,1186612,0,1186612
4957202,2,DPWSolver,True,25000000,20,0.999,0.4,True,1192660,0,1192660
4957203,2,DPWSolver,True,25000000,20,0.999,0.4,False,1206154,0,1206154
4957204,5,NAIVE,True,25000000,20,0.999,0.4,False,1191514,0,1191514
4957205,2,ProgressiveWideningSolver,True,25000000,20,0.999,0.2,False,1201442,0,1201442
4957206,1,ProgressiveWideningSolver,True,25000000,20,0.999,0.4,False,1178660,0,1178660
4957207,3,DPWSolver,True,25000000,50,0.9998,0.2,True,1152259,0,1152259
4957208,3,DPWSolver,True,25000000,50,0.9998,0.2,False,1113114,0,1113114
4957209,3,DPWSolver,True,25000000,50,0.9998,0.4,True,1132462,0,1132462
4957210,3,DPWSolver,True,25000000,50,0.9998,0.4,False,1143324,0,1143324
4957211,13,NAIVE,True,25000000,50,0.9998,0.4,False,1177980,0,1177980
4957212,3,ProgressiveWideningSolver,True,25000000,50,0.9998,0.2,False,1191897,0,1191897
4957213,3,ProgressiveWideningSolver,True,25000000,50,0.9998,0.4,False,1168229,0,1168229
4957214,3,DPWSolver,True,25000000,50,0.999,0.2,True,1128987,0,1128987
4957215,3,DPWSolver,True,25000000,50,0.999,0.2,False,1166409,0,1166409
4957216,3,DPWSolver,True,25000000,50,0.999,0.4,True,1160317,0,1160317
4957217,3,DPWSolver,True,25000000,50,0.999,0.4,False,1139393,0,1139393
4957218,13,NAIVE,True,25000000,50,0.999,0.4,False,1217674,0,1217674
4957219,3,ProgressiveWideningSolver,True,25000000,50,0.999,0.2,False,1194578,0,1194578
4957220,3,ProgressiveWideningSolver,True,25000000,50,0.999,0.4,False,1171573,0,1171573
4957221,6,DPWSolver,True,25000000,100,0.9998,0.2,True,1155261,0,1155261
4957222,6,DPWSolver,True,25000000,100,0.9998,0.2,False,1147752,0,1147752
4957223,6,DPWSolver,True,25000000,100,0.9998,0.4,True,1163984,0,1163984
4957224,6,DPWSolver,True,25000000,100,0.9998,0.4,False,1201199,0,1201199
4957225,24,NAIVE,True,25000000,100,0.9998,0.4,False,1189706,0,1189706
4957226,5,ProgressiveWideningSolver,True,25000000,100,0.9998,0.2,False,1157928,0,1157928
4957227,6,ProgressiveWideningSolver,True,25000000,100,0.9998,0.4,False,1191977,0,1191977
4957228,6,DPWSolver,True,25000000,100,0.999,0.2,True,1134642,0,1134642
4957229,6,DPWSolver,True,25000000,100,0.999,0.2,False,1171866,0,1171866
4957230,6,DPWSolver,True,25000000,100,0.999,0.4,True,1173511,0,1173511
4957231,6,DPWSolver,True,25000000,100,0.999,0.4,False,1146296,0,1146296
4957232,24,NAIVE,True,25000000,100,0.999,0.4,False,1170330,0,1170330
4957233,6,ProgressiveWideningSolver,True,25000000,100,0.999,0.2,False,1152815,0,1152815
4957234,6,ProgressiveWideningSolver,True,25000000,100,0.999,0.4,False,1192784,0,1192784
4957235,12,DPWSolver,True,25000000,200,0.9998,0.2,True,1135062,0,1135062
4957236,12,DPWSolver,True,25000000,200,0.9998,0.2,False,1121264,0,1121264
4957237,14,DPWSolver,True,25000000,200,0.9998,0.4,True,1134152,0,1134152
4957238,13,DPWSolver,True,25000000,200,0.9998,0.4,False,1158170,0,1158170
4957239,39,NAIVE,True,25000000,200,0.9998,0.4,False,1176085,0,1176085
4957240,9,ProgressiveWideningSolver,True,25000000,200,0.9998,0.2,False,1149493,0,1149493
4957241,13,ProgressiveWideningSolver,True,25000000,200,0.9998,0.4,False,1140149,0,1140149
4957242,12,DPWSolver,True,25000000,200,0.999,0.2,True,1138006,0,1138006
4957243,12,DPWSolver,True,25000000,200,0.999,0.2,False,1142169,0,1142169
4957244,15,DPWSolver,True,25000000,200,0.999,0.4,True,1146383,0,1146383
4957245,14,DPWSolver,True,25000000,200,0.999,0.4,False,1125037,0,1125037
4957246,46,NAIVE,True,25000000,200,0.999,0.4,False,1170213,0,1170213
4957247,9,ProgressiveWideningSolver,True,25000000,200,0.999,0.2,False,1137206,0,1137206
4957248,14,ProgressiveWideningSolver,True,25000000,200,0.999,0.4,False,1171866,0,1171866
4957249,29,DPWSolver,True,25000000,500,0.9998,0.2,True,1120622,0,1120622
4957250,27,DPWSolver,True,25000000,500,0.9998,0.2,False,1132044,0,1132044
4957251,39,DPWSolver,True,25000000,500,0.9998,0.4,True,1154348,0,1154348
4957252,42,DPWSolver,True,25000000,500,0.9998,0.4,False,1133994,0,1133994
4957253,95,NAIVE,True,25000000,500,0.9998,0.4,False,1159394,0,1159394
4957254,20,ProgressiveWideningSolver,True,25000000,500,0.9998,0.2,False,1142242,0,1142242
4957255,40,ProgressiveWideningSolver,True,25000000,500,0.9998,0.4,False,1121231,0,1121231
4957256,29,DPWSolver,True,25000000,500,0.999,0.2,True,1110072,0,1110072
4957257,30,DPWSolver,True,25000000,500,0.999,0.2,False,1100138,0,1100138
4957258,40,DPWSolver,True,25000000,500,0.999,0.4,True,1134397,0,1134397
4957259,41,DPWSolver,True,25000000,500,0.999,0.4,False,1127381,0,1127381
4957260,94,NAIVE,True,25000000,500,0.999,0.4,False,1127376,0,1127376
4957261,20,ProgressiveWideningSolver,True,25000000,500,0.999,0.2,False,1136803,0,1136803
4957262,45,ProgressiveWideningSolver,True,25000000,500,0.999,0.4,False,1136745,0,1136745
4957263,62,DPWSolver,True,25000000,1000,0.9998,0.2,True,1100622,0,1100622
4957264,63,DPWSolver,True,25000000,1000,0.9998,0.2,False,1122568,0,1122568
4957265,84,DPWSolver,True,25000000,1000,0.9998,0.4,True,1126997,0,1126997
4957266,87,DPWSolver,True,25000000,1000,0.9998,0.4,False,1152576,0,1152576
4957267,197,NAIVE,True,25000000,1000,0.9998,0.4,False,1127274,0,1127274
4957268,50,ProgressiveWideningSolver,True,25000000,1000,0.9998,0.2,False,1128186,0,1128186
4957269,93,ProgressiveWideningSolver,True,25000000,1000,0.9998,0.4,False,1140611,0,1140611
4957270,76,DPWSolver,True,25000000,1000,0.999,0.2,True,1129024,0,1129024
4957271,61,DPWSolver,True,25000000,1000,0.999,0.2,False,1108518,0,1108518
4957272,99,DPWSolver,True,25000000,1000,0.999,0.4,True,1127199,0,1127199
4957273,85,DPWSolver,True,25000000,1000,0.999,0.4,False,1113367,0,1113367
4957274,202,NAIVE,True,25000000,1000,0.999,0.4,False,1135173,0,1135173
4957275,45,ProgressiveWideningSolver,True,25000000,1000,0.999,0.2,False,1146456,0,1146456
4957276,88,ProgressiveWideningSolver,True,25000000,1000,0.999,0.4,False,1142814,0,1142814
